title,city,locality,bhk,areaSqft,floor,totalFloors,ageYears,furnishedStatus,facing,propertyType,listingType,price,verified,hot,sellerName,sellerPhone
"Luxurious 5BHK Apartment in Rohini","Delhi","Rohini","5","2168","15","22","4","Semi-Furnished","South-West","Apartment","Rent","90381","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Greater Kailash","Delhi","Greater Kailash","3","976","15","27","20","Furnished","South-East","Studio","Buy","17404061","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Paschim Vihar","Delhi","Paschim Vihar","2","1101","20","29","3","Unfurnished","South-West","Apartment","Buy","12061961","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Defence Colony","Delhi","Defence Colony","2","1479","3","16","11","Furnished","South-East","Villa","Buy","34694067","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Builder Floor in Lajpat Nagar","Delhi","Lajpat Nagar","2","1066","4","19","11","Furnished","South-East","Builder Floor","Buy","16153657","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Villa in Mayur Vihar","Delhi","Mayur Vihar","2","1007","11","25","24","Furnished","North-West","Villa","Rent","45854","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Studio in Greater Kailash","Delhi","Greater Kailash","1","959","15","26","4","Furnished","South-West","Studio","Rent","37797","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Villa in Lajpat Nagar","Delhi","Lajpat Nagar","1","597","12","17","24","Unfurnished","North-West","Villa","Rent","23092","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Greater Kailash","Delhi","Greater Kailash","3","949","1","7","10","Unfurnished","North","Apartment","Buy","16512811","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Studio in Saket","Delhi","Saket","3","1301","10","12","19","Unfurnished","West","Studio","Buy","16961712","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Uttam Nagar","Delhi","Uttam Nagar","3","992","11","11","","Unfurnished","East","Apartment","Buy","10680948","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Villa in Pitampura","Delhi","Pitampura","4","1099","3","8","24","Furnished","North","Villa","Buy","10390422","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Apartment in Porur","Chennai","Porur","1","736","18","19","9","Unfurnished","South-West","Apartment","Buy","4587197","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Apartment in Chromepet","Chennai","Chromepet","2","853","4","7","15","Unfurnished","South-West","Apartment","Buy","4019368","true","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Villa in Tambaram","Chennai","Tambaram","1","821","19","32","14","Semi-Furnished","North-West","Villa","Buy","4421858","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Vadapalani","Chennai","Vadapalani","3","1751","6","17","15","Furnished","North","Builder Floor","Rent","40440","true","true","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Adyar","Chennai","Adyar","4","2016","3","13","23","Unfurnished","West","Apartment","Buy","16287012","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Independent House in Mylapore","Chennai","Mylapore","3","854","2","16","23","Furnished","South-East","Independent House","Buy","7062594","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Villa in Ambattur","Chennai","Ambattur","2","1461","10","14","22","Furnished","North","Villa","Buy","7176709","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Independent House in Sholinganallur","Chennai","Sholinganallur","4","1803","5","14","12","Semi-Furnished","West","Independent House","Buy","13847621","true","true","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Guindy","Chennai","Guindy","3","1318","9","20","1","Unfurnished","South-West","Builder Floor","Rent","35527","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Independent House in Tambaram","Chennai","Tambaram","2","1364","6","14","12","Unfurnished","West","Independent House","Buy","6789176","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in T Nagar","Chennai","T Nagar","3","1141","11","13","17","Furnished","East","Studio","Buy","9762220","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Villa in Guindy","Chennai","Guindy","3","1462","18","19","8","Semi-Furnished","South","Villa","Buy","11988551","true","true","Sunita Verma","+91-9543210987"
"Cozy 1BHK Independent House in Kodambakkam","Chennai","Kodambakkam","1","799","7","22","11","Unfurnished","South-West","Independent House","Buy","5476516","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Velachery","Chennai","Velachery","4","1036","14","16","13","Unfurnished","South","Apartment","Rent","46543","true","true","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in Mylapore","Chennai","Mylapore","1","1133","12","15","20","Furnished","West","Apartment","Rent","18179","","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Studio in Sholinganallur","Chennai","Sholinganallur","4","1041","20","25","16","Semi-Furnished","South-West","Studio","Rent","47932","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Independent House in Mylapore","Chennai","Mylapore","3","1450","2","13","22","Furnished","North","Independent House","Rent","48334","","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Villa in Guindy","Chennai","Guindy","4","1455","20","25","6","Semi-Furnished","South","Villa","Buy","12174208","true","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Apartment in Ambattur","Chennai","Ambattur","1","593","12","26","20","Semi-Furnished","East","Apartment","Rent","8750","","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Builder Floor in Guindy","Chennai","Guindy","4","2092","19","30","7","Furnished","North","Builder Floor","Buy","17795496","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Villa in Mylapore","Chennai","Mylapore","1","1113","3","15","11","Furnished","North","Villa","Buy","10704726","true","true","Priya Singh","+91-9765432109"
"Luxurious 4BHK Studio in Adyar","Chennai","Adyar","4","1983","20","33","21","Semi-Furnished","North-West","Studio","Rent","65359","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Nungambakkam","Chennai","Nungambakkam","4","1301","2","3","8","Semi-Furnished","North-East","Builder Floor","Buy","12638513","","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Apartment in Vadapalani","Chennai","Vadapalani","4","2107","3","11","2","Semi-Furnished","South","Apartment","Buy","16071419","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Nungambakkam","Chennai","Nungambakkam","4","2155","10","18","8","Furnished","North-East","Studio","Buy","24348616","true","","Sunita Verma","+91-9543210987"
"Luxurious 5BHK Villa in Velachery","Chennai","Velachery","5","2060","18","33","6","Furnished","North-West","Villa","Rent","69462","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Porur","Chennai","Porur","1","662","5","9","18","Furnished","North-West","Studio","Buy","4154977","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Studio in Anna Nagar","Chennai","Anna Nagar","4","1747","6","19","4","Furnished","South","Studio","Rent","62322","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Builder Floor in Porur","Chennai","Porur","2","1118","11","14","13","Unfurnished","North-East","Builder Floor","Rent","21418","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Independent House in Porur","Chennai","Porur","3","1259","14","23","20","Unfurnished","South-East","Independent House","Buy","7286731","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Kodambakkam","Chennai","Kodambakkam","2","1111","13","23","19","Unfurnished","West","Villa","Buy","6702363","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Anna Nagar","Chennai","Anna Nagar","2","913","20","30","1","Unfurnished","North-East","Villa","Rent","27382","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Villa in Chromepet","Chennai","Chromepet","1","580","4","19","15","Unfurnished","South-West","Villa","Buy","2933447","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Kodambakkam","Chennai","Kodambakkam","3","1288","10","14","4","Semi-Furnished","North-West","Builder Floor","Buy","11761105","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Kodambakkam","Chennai","Kodambakkam","2","999","6","16","1","Furnished","North-East","Villa","Rent","27835","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Builder Floor in Velachery","Chennai","Velachery","1","630","13","25","13","Semi-Furnished","South","Builder Floor","Buy","4049698","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in T Nagar","Chennai","T Nagar","1","1096","4","19","15","Furnished","North","Apartment","Rent","15165","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Velachery","Chennai","Velachery","3","1039","19","19","25","Furnished","East","Studio","Buy","6361578","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Studio in Tambaram","Chennai","Tambaram","3","1033","17","23","25","Furnished","North-West","Studio","Rent","29806","","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Villa in Anna Nagar","Chennai","Anna Nagar","5","1670","3","13","22","Semi-Furnished","South","Villa","Buy","11236942","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Studio in Anna Nagar","Chennai","Anna Nagar","2","934","","2","21","Unfurnished","South-West","Studio","Rent","27159","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Mylapore","Chennai","Mylapore","3","1825","","15","10","Unfurnished","North-East","Apartment","Rent","46942","","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Villa in Anna Nagar","Chennai","Anna Nagar","4","1336","7","15","5","Furnished","South-East","Villa","Rent","62905","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Studio in Nungambakkam","Chennai","Nungambakkam","3","1147","19","19","10","Unfurnished","North-West","Studio","Buy","11161578","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in Velachery","Chennai","Velachery","2","1015","6","16","3","Semi-Furnished","South-West","Independent House","Rent","24563","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Sholinganallur","Chennai","Sholinganallur","2","1374","16","31","24","Semi-Furnished","North","Villa","Buy","8289741","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Villa in Velachery","Chennai","Velachery","4","1585","18","20","20","Unfurnished","North","Villa","Buy","10145699","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Builder Floor in Velachery","Chennai","Velachery","3","1530","6","8","13","Unfurnished","South-West","Builder Floor","Rent","32300","true","true","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Studio in Adyar","Chennai","Adyar","5","1810","4","6","11","Furnished","South-West","Studio","Buy","18970666","true","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Independent House in Tambaram","Chennai","Tambaram","1","1018","7","12","17","Semi-Furnished","South-West","Independent House","Buy","5303830","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Apartment in Sholinganallur","Chennai","Sholinganallur","2","1270","19","34","16","Semi-Furnished","North","Apartment","Buy","8945033","","","Priya Singh","+91-9765432109"
"Cozy 1BHK Builder Floor in Ambattur","Chennai","Ambattur","1","1112","15","20","7","Semi-Furnished","South-East","Builder Floor","Buy","6738419","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Mylapore","Chennai","Mylapore","4","1787","","10","12","Unfurnished","South","Apartment","Buy","14328025","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Builder Floor in Tambaram","Chennai","Tambaram","2","1102","14","23","20","Semi-Furnished","South-East","Builder Floor","Buy","5216569","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Perambur","Chennai","Perambur","3","1848","18","23","22","Semi-Furnished","North-East","Apartment","Buy","9459509","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Perambur","Chennai","Perambur","3","1275","9","13","16","Unfurnished","West","Builder Floor","Rent","27386","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Independent House in Kodambakkam","Chennai","Kodambakkam","2","1179","16","25","11","Furnished","North-East","Independent House","Rent","27442","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Studio in Velachery","Chennai","Velachery","3","1729","17","31","17","Semi-Furnished","South-East","Studio","Buy","11449796","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Ambattur","Chennai","Ambattur","1","764","17","20","4","Unfurnished","North-West","Studio","Buy","4467071","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Independent House in Adyar","Chennai","Adyar","2","1475","4","18","9","Furnished","South-East","Independent House","Buy","15943552","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Studio in Perambur","Chennai","Perambur","1","563","15","17","24","Semi-Furnished","South-West","Studio","Buy","2865426","","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Villa in Chromepet","Chennai","Chromepet","3","1382","8","20","4","Semi-Furnished","South-East","Villa","Rent","31693","","","Priya Singh","+91-9765432109"
"Spacious 2BHK Studio in Mylapore","Chennai","Mylapore","2","948","1","5","25","Furnished","North-East","Studio","Rent","34850","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Independent House in Tambaram","Chennai","Tambaram","3","1692","14","29","8","Semi-Furnished","South-East","Independent House","Buy","9249797","true","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Apartment in Sholinganallur","Chennai","Sholinganallur","5","1913","3","14","2","Semi-Furnished","East","Apartment","Buy","16118304","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Villa in Ambattur","Chennai","Ambattur","4","1609","16","28","23","Semi-Furnished","North","Villa","Buy","7310334","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Chromepet","Chennai","Chromepet","3","1454","11","11","2","Unfurnished","West","Apartment","Buy","9177075","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Porur","Chennai","Porur","3","1277","1","6","23","Furnished","North","Builder Floor","Rent","40794","true","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Kodambakkam","Chennai","Kodambakkam","4","1559","20","33","15","Unfurnished","North-East","Builder Floor","Rent","47647","true","true","Amit Patel","+91-9654321098"
"Spacious 3BHK Builder Floor in Adyar","Chennai","Adyar","3","936","4","15","16","Semi-Furnished","North-East","Builder Floor","Buy","8728051","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Apartment in Velachery","Chennai","Velachery","1","775","18","33","24","Furnished","North-West","Apartment","Buy","4811672","","true","Priya Singh","+91-9765432109"
"Cozy 1BHK Independent House in Anna Nagar","Chennai","Anna Nagar","1","1043","16","18","7","Furnished","South-East","Independent House","Rent","16871","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Villa in Perambur","Chennai","Perambur","2","1032","13","23","18","Unfurnished","East","Villa","Buy","5267722","","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Villa in Tambaram","Chennai","Tambaram","5","1485","","1","10","Semi-Furnished","North-East","Villa","Buy","8735255","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Kodambakkam","Chennai","Kodambakkam","2","1411","20","30","25","Unfurnished","East","Studio","Buy","8586512","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Ambattur","Chennai","Ambattur","3","1403","7","14","6","Unfurnished","North","Builder Floor","Buy","7187146","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Velachery","Chennai","Velachery","4","2172","20","22","2","Semi-Furnished","South-East","Apartment","Rent","44901","true","true","Amit Patel","+91-9654321098"
"Luxurious 4BHK Apartment in T Nagar","Chennai","T Nagar","4","1513","10","10","19","Semi-Furnished","North","Apartment","Rent","62163","true","true","Amit Patel","+91-9654321098"
